CLAIM_STATUS,PREMIUM_AMOUNT,CLAIM_AMOUNT,AGE,TENURE,NO_OF_FAMILY_MEMBERS,INCIDENT_HOUR_OF_THE_DAY,CLAIM_TO_PREMIUM_RATIO,REPORT_DELAY_DAYS,POLICY_DURATION_DAYS,INSURANCE_TYPE,MARITAL_STATUS,EMPLOYMENT_STATUS,RISK_SEGMENTATION,HOUSE_TYPE,SOCIAL_CLASS,CUSTOMER_EDUCATION_LEVEL,INCIDENT_SEVERITY,AUTHORITY_CONTACTED,ANY_INJURY,POLICE_REPORT_AVAILABLE,INCIDENT_STATE
0,116.34,5000,32,61,4,13,42.97747980058449,3,3877,Motor,Y,Y,H,Own,HI,Bachelor,Total Loss,,1,0,OK
0,73.49,3000,56,118,7,15,40.82188052796299,5,1074,Motor,Y,Y,L,Rent,HI,College,Total Loss,Police,1,1,AK
0,6.68,200,32,101,6,20,29.940119760479043,5,2753,Mobile,Y,N,L,Own,MI,Bachelor,Total Loss,Other,1,1,CT
0,104.07,7000,57,84,5,7,67.2624195253195,5,3556,Motor,Y,Y,L,Mortgage,LI,MD,Minor Loss,Police,0,1,CA
0,156.16,4000,33,67,4,18,25.614754098360656,5,3898,Health,Y,Y,H,Mortgage,HI,Bachelor,Major Loss,Ambulance,1,0,AL
0,78.93,9000,28,69,3,9,114.02508551881412,5,737,Motor,Y,N,L,Mortgage,LI,Bachelor,Major Loss,,0,1,MD
0,87.33,25000,41,80,4,12,286.2704683384862,3,3702,Life,Y,Y,L,Own,LI,MD,Minor Loss,Ambulance,1,1,FL
0,52.08,13000,38,113,2,22,249.61597542242706,5,1630,Life,Y,Y,M,Rent,MI,High School,Major Loss,Police,1,1,KY
0,83.09,4000,64,96,3,8,48.140570465760014,5,2477,Travel,Y,Y,L,Rent,LI,High School,Major Loss,Police,0,0,DC
0,51.36,34000,61,18,7,22,661.993769470405,5,2864,Life,N,Y,L,Mortgage,HI,High School,Major Loss,,1,0,CA
0,66.23,30000,30,24,2,12,452.9669334138608,0,1762,Life,Y,Y,H,Own,MI,Bachelor,Major Loss,Police,1,1,KY
0,114.03,17000,53,14,3,10,149.08357449793914,5,2420,Health,Y,N,M,Rent,MI,MD,Major Loss,Ambulance,1,0,CT
0,84.09,3000,33,39,4,2,35.67606136282554,2,629,Motor,Y,N,M,Rent,LI,High School,Major Loss,Ambulance,1,0,AZ
0,164.65,14000,63,106,4,15,85.0288490737929,0,701,Health,N,Y,M,Rent,LI,Bachelor,Minor Loss,Ambulance,1,1,CA
0,54.43,5000,26,65,6,4,91.86110600771633,3,641,Travel,N,Y,L,Own,HI,Bachelor,Total Loss,Ambulance,1,0,CT
0,85.14,27000,43,12,5,2,317.1247357293869,5,3898,Property,N,Y,L,Mortgage,HI,High School,Minor Loss,,1,0,AK
1,80.25,37000,43,69,5,19,461.05919003115264,2,2719,Life,N,Y,L,Own,LI,Bachelor,Minor Loss,Ambulance,0,0,AL
0,87.31,1000,59,56,4,2,11.453441759248653,0,2082,Travel,Y,Y,H,Mortgage,MI,Bachelor,Total Loss,Ambulance,1,0,AL
0,77.02,4000,30,115,2,22,51.93456245131135,2,1114,Travel,Y,Y,L,Own,MI,Bachelor,Total Loss,Police,1,1,AL
0,149.45,22000,54,63,7,0,147.20642355302778,5,3056,Property,N,Y,L,Mortgage,MI,Bachelor,Major Loss,Ambulance,1,0,CT
0,89.51,39000,60,45,2,3,435.70550776449556,3,3171,Life,Y,Y,H,Rent,HI,Masters,Minor Loss,Ambulance,1,1,VT
0,70.46,56000,43,98,5,13,794.7771785410163,5,2040,Life,Y,Y,L,Own,HI,College,Major Loss,,1,1,FL
0,72.03,9000,51,114,6,18,124.94793835901707,5,1976,Motor,Y,Y,M,Rent,MI,High School,Total Loss,,1,0,CO
0,9.51,300,47,83,5,17,31.545741324921135,0,2222,Mobile,Y,Y,M,Rent,MI,Masters,Major Loss,Ambulance,0,1,AR
0,70.56,10000,58,97,4,23,141.7233560090703,5,3937,Motor,Y,Y,M,Own,LI,Bachelor,Major Loss,,1,1,MA
0,137.29,14000,47,94,3,3,101.97392381091122,5,426,Health,Y,Y,L,Rent,HI,High School,Minor Loss,Ambulance,1,0,GA
0,59.2,2000,62,90,6,18,33.78378378378378,0,2356,Travel,N,Y,L,Own,LI,PhD,Minor Loss,Ambulance,0,0,CT
0,109.27,3000,39,107,3,4,27.45492815960465,2,3222,Health,Y,Y,L,Rent,MI,Masters,Total Loss,Police,1,0,GA
0,6.36,100,40,86,4,5,15.723270440251572,1,1274,Mobile,Y,Y,M,Mortgage,LI,Masters,Total Loss,Ambulance,0,1,TN
0,84.45,10000,53,115,3,7,118.41326228537596,2,3736,Motor,N,Y,M,Own,LI,MD,Total Loss,Police,0,1,CA
0,90.3,90000,56,117,4,15,996.6777408637874,5,667,Life,Y,Y,M,Own,HI,Bachelor,Minor Loss,Police,1,1,MA
0,137.44,4000,38,64,5,20,29.10360884749709,0,1959,Health,Y,Y,H,Mortgage,MI,High School,Major Loss,Ambulance,1,1,CA
0,99.51,3000,39,114,2,19,30.147723846849562,0,3954,Motor,Y,Y,M,Mortgage,HI,Bachelor,Major Loss,Ambulance,1,1,CA
0,60.71,2000,57,33,2,6,32.943501894251355,5,2210,Travel,Y,Y,M,Mortgage,HI,,Total Loss,Other,1,1,FL
0,141.13,35000,58,76,2,0,247.99829944023242,1,2198,Property,Y,Y,M,Rent,MI,Masters,Total Loss,Ambulance,1,0,CA
0,108.34,34000,53,21,3,13,313.8268414251431,2,2296,Property,N,Y,H,Own,MI,High School,Total Loss,Ambulance,1,0,KY
0,131.56,7000,64,48,2,8,53.207661903314076,5,2892,Motor,Y,Y,L,Rent,LI,Bachelor,Minor Loss,Ambulance,1,1,AZ
0,94.6,2000,36,31,5,0,21.141649048625794,1,1136,Travel,Y,Y,H,Rent,HI,PhD,Major Loss,,0,1,CT
0,131.18,13000,37,106,7,3,99.10047263302332,3,605,Health,Y,Y,H,Rent,HI,Bachelor,Major Loss,Other,0,0,AR
0,71.11,4000,48,90,5,6,56.25087891998312,2,3112,Travel,N,Y,H,Own,MI,Bachelor,Total Loss,Police,1,0,KY
0,160.38,11000,55,16,7,18,68.58710562414267,5,2174,Health,Y,Y,L,Rent,MI,College,Total Loss,Ambulance,1,1,CA
0,51.47,1000,40,113,4,7,19.428793471925395,5,1861,Travel,Y,Y,L,Own,LI,Bachelor,Total Loss,Police,1,0,VT
0,103.53,4000,50,61,4,6,38.63614411281754,5,1715,Motor,N,Y,H,Mortgage,LI,Bachelor,Major Loss,Police,1,1,GA
0,10.98,400,35,79,7,11,36.42987249544626,5,3512,Mobile,Y,Y,L,Mortgage,MI,High School,Major Loss,Police,1,1,CA
0,66.7,23000,64,119,4,5,344.8275862068965,0,2456,Life,Y,N,M,Mortgage,HI,PhD,Minor Loss,Ambulance,0,0,AZ
0,52.43,46000,41,108,6,4,877.3602899103566,3,3936,Life,Y,Y,L,Own,MI,PhD,Minor Loss,,1,1,AR
0,82.19,3000,26,8,4,5,36.50079085046843,5,2151,Travel,Y,Y,M,Rent,MI,Bachelor,Major Loss,Police,1,1,AL
0,91.8,1000,38,101,5,20,10.893246187363834,5,1580,Motor,Y,Y,H,Mortgage,HI,Masters,Minor Loss,Police,1,1,FL
0,120.55,18000,47,45,7,17,149.31563666528413,2,2656,Health,Y,Y,M,Own,MI,Bachelor,Major Loss,Ambulance,1,1,VT
0,8.84,500,53,93,5,9,56.56108597285068,5,1033,Mobile,N,Y,L,Rent,MI,High School,Major Loss,Ambulance,1,1,MA
0,159.16,9000,57,47,4,23,56.54687107313396,5,2406,Health,Y,Y,M,Mortgage,MI,MD,Major Loss,Ambulance,1,1,CT
0,137.93,8000,26,86,3,7,58.000435003262524,0,1284,Health,Y,N,M,Own,LI,High School,Total Loss,,0,1,CO
0,10.53,100,47,73,4,18,9.49667616334283,5,1973,Mobile,Y,Y,L,Rent,HI,Bachelor,Total Loss,Police,1,1,KY
0,75.2,55000,58,76,7,5,731.3829787234042,1,2616,Life,Y,Y,H,Own,MI,Bachelor,Major Loss,Police,1,0,DC
0,114.97,8000,41,31,6,21,69.58336957467165,5,2446,Motor,Y,Y,L,Rent,MI,Bachelor,Major Loss,Ambulance,1,1,MA
0,152.95,10000,46,105,2,22,65.38084341288003,5,3845,Health,Y,Y,L,Rent,LI,Bachelor,Major Loss,Police,0,1,DC
0,103.19,3000,26,70,6,7,29.07258455276674,5,2931,Motor,Y,Y,L,Rent,HI,High School,Total Loss,Ambulance,1,1,CA
0,192.2,3000,58,32,6,5,15.608740894901146,1,1800,Health,N,Y,M,Mortgage,MI,Bachelor,Minor Loss,Ambulance,1,1,AK
0,10.08,500,59,118,3,9,49.6031746031746,2,1353,Mobile,Y,Y,L,Mortgage,LI,High School,Minor Loss,Ambulance,0,1,AK
0,91.05,3000,33,65,2,8,32.948929159802304,3,3051,Travel,N,Y,L,Rent,LI,Bachelor,Major Loss,Ambulance,1,0,AZ
0,64.91,76000,44,63,4,5,1170.851948852257,3,3550,Life,N,Y,L,Rent,MI,High School,Major Loss,Ambulance,1,1,OK
1,80.86,1000,49,15,2,18,12.367054167697255,5,585,Travel,N,Y,M,Own,MI,,Major Loss,Police,1,1,VT
0,95.2,37000,47,95,6,9,388.65546218487395,5,809,Property,Y,Y,M,Mortgage,LI,Bachelor,Minor Loss,Police,1,1,MA
0,8.95,400,25,24,2,9,44.692737430167604,0,1044,Mobile,Y,Y,L,Mortgage,MI,MD,Minor Loss,Ambulance,1,1,AR
0,84.64,26000,36,20,2,1,307.1833648393195,1,2215,Life,N,Y,M,Rent,MI,High School,Minor Loss,,1,1,AK
0,144.58,36000,61,107,6,8,248.99709503389124,0,1161,Property,Y,Y,M,Rent,MI,Bachelor,Major Loss,Ambulance,0,1,CA
0,139.05,2000,44,56,2,23,14.38331535418914,3,727,Motor,Y,Y,M,Mortgage,HI,Bachelor,Minor Loss,Police,0,1,AZ
0,88.04,3000,52,100,6,19,34.075420263516584,5,3402,Travel,Y,N,L,Mortgage,MI,High School,Major Loss,Police,1,0,AZ
0,67.82,2000,64,63,5,10,29.489826010026544,5,3388,Travel,N,N,M,Mortgage,MI,PhD,Major Loss,Police,1,1,CT
0,101.72,37000,26,75,3,9,363.74360990955563,3,2356,Property,N,Y,L,Mortgage,LI,Bachelor,Major Loss,Police,0,1,MD
1,66.04,56000,61,115,5,12,847.9709267110841,1,3217,Life,N,Y,L,Own,LI,Bachelor,Minor Loss,Police,1,1,OK
0,72.52,4000,56,6,6,16,55.15719801434088,1,3699,Motor,N,Y,M,Own,HI,Masters,Total Loss,Ambulance,1,1,AZ
0,151.19,29000,32,60,7,12,191.8116277531583,5,3124,Property,Y,Y,L,Rent,LI,High School,Major Loss,Police,1,1,CA
1,75.91,46000,26,20,6,1,605.9807666974049,3,3181,Life,Y,Y,L,Rent,LI,Bachelor,Minor Loss,Ambulance,0,1,GA
0,10.93,700,43,79,7,22,64.04391582799634,5,3053,Mobile,N,Y,L,Own,HI,Bachelor,Total Loss,Ambulance,1,1,CA
0,9.83,700,25,107,2,7,71.21057985757884,0,2488,Mobile,Y,Y,M,Own,HI,Bachelor,Total Loss,Other,0,1,MD
0,10.39,400,49,109,6,15,38.498556304138596,2,2175,Mobile,Y,Y,H,Own,MI,Bachelor,Total Loss,Police,1,1,VT
0,162.71,18000,37,71,7,15,110.6262675926495,1,2821,Health,N,Y,M,Rent,HI,MD,Total Loss,Police,1,0,TN
0,10.89,700,33,82,4,22,64.2791551882461,5,836,Mobile,Y,Y,M,Rent,HI,High School,Minor Loss,,0,1,AK
0,64.22,85000,58,20,5,20,1323.5752102148863,5,3605,Life,N,Y,M,Rent,LI,Bachelor,Minor Loss,,0,1,AL
0,194.48,10000,51,9,4,1,51.419169066227894,0,2124,Health,Y,Y,L,Rent,MI,Masters,Major Loss,Police,1,1,GA
0,119.77,16000,28,103,5,18,133.58937964431829,2,2840,Health,Y,Y,L,Rent,HI,High School,Total Loss,Police,1,1,CA
0,117.0,12000,28,112,6,3,102.56410256410257,5,2888,Property,N,Y,M,Mortgage,MI,High School,Minor Loss,Police,1,1,MA
0,11.64,700,36,91,2,8,60.13745704467354,2,553,Mobile,Y,Y,L,Own,LI,Bachelor,Major Loss,,0,0,GA
0,195.27,6000,25,26,4,11,30.72668612690121,1,3884,Health,Y,N,L,Rent,LI,MD,Minor Loss,Police,1,1,GA
0,7.46,700,39,106,3,18,93.83378016085791,0,3868,Mobile,Y,N,M,Own,HI,Bachelor,Major Loss,Ambulance,1,1,CT
0,52.39,48000,27,107,5,11,916.2053827066234,5,1896,Life,N,Y,M,Rent,MI,College,Minor Loss,Police,1,1,MD
0,65.44,5000,60,115,7,23,76.40586797066015,5,1888,Travel,Y,Y,L,Mortgage,HI,Masters,Total Loss,Other,0,1,CT
0,125.89,6000,39,115,7,9,47.660656128366035,5,2703,Motor,Y,Y,L,Mortgage,LI,High School,Minor Loss,,1,1,OK
1,141.03,9000,52,51,4,20,63.81620931716656,0,808,Health,Y,Y,M,Rent,LI,Bachelor,Total Loss,,1,1,MD
0,11.09,400,54,27,4,5,36.06853020739405,2,2993,Mobile,N,Y,L,Rent,MI,High School,Total Loss,Other,0,1,CO
0,138.12,9000,27,93,4,1,65.16072980017375,5,891,Motor,Y,Y,M,Mortgage,LI,High School,Total Loss,Other,0,1,AL
0,129.84,10000,33,11,3,14,77.01786814540974,5,1409,Motor,Y,Y,H,Own,MI,College,Minor Loss,Other,0,1,CA
0,176.17,3000,39,76,4,13,17.029006073678833,5,3658,Health,Y,Y,L,Mortgage,HI,PhD,Total Loss,Ambulance,0,1,AZ
0,101.64,38000,38,67,4,18,373.8685556867375,5,2356,Property,Y,Y,L,Rent,MI,High School,Major Loss,Ambulance,1,1,AL
0,63.89,4000,61,25,6,17,62.607606824229144,5,1881,Travel,Y,Y,H,Rent,HI,Bachelor,Major Loss,Ambulance,1,0,OK
0,57.05,83000,29,70,4,20,1454.8641542506573,0,1658,Life,Y,N,M,Own,LI,Bachelor,Total Loss,Police,1,1,FL
0,74.66,79000,54,71,4,17,1058.1301901955533,5,1674,Life,N,Y,L,Mortgage,MI,Bachelor,Minor Loss,Police,0,1,CO
0,128.6,31000,49,108,5,4,241.05754276827372,3,3822,Property,Y,Y,L,Rent,LI,College,Major Loss,Police,0,1,VT
0,136.89,12000,56,110,7,13,87.6616261231646,5,2812,Property,Y,Y,L,Own,MI,Masters,Total Loss,Police,1,0,CT
0,74.73,33000,37,112,7,9,441.5897230028101,0,2680,Life,N,Y,L,Mortgage,LI,College,Total Loss,Police,1,1,DC
0,7.59,600,51,89,3,3,79.05138339920948,5,2215,Mobile,Y,Y,L,Rent,HI,Bachelor,Total Loss,Ambulance,1,1,KY
0,194.94,2000,27,90,6,23,10.259567046270648,0,2080,Health,Y,Y,M,Rent,MI,Bachelor,Minor Loss,Ambulance,1,0,VT
0,73.16,3000,34,20,5,8,41.00601421541826,5,3897,Travel,Y,N,L,Mortgage,MI,Bachelor,Major Loss,Ambulance,1,1,KY
0,117.44,7000,31,94,3,3,59.60490463215259,5,2297,Health,Y,Y,L,Own,HI,Masters,Minor Loss,Police,1,1,OK
0,72.06,31000,59,81,2,3,430.1970580072162,3,3594,Life,Y,Y,L,Rent,MI,Bachelor,Major Loss,Ambulance,1,1,AZ
0,147.98,18000,56,73,7,2,121.63805919718882,0,3373,Health,Y,Y,L,Own,MI,Bachelor,Total Loss,,1,0,FL
0,126.52,18000,32,25,4,12,142.2699968384445,2,683,Property,Y,Y,H,Rent,MI,Bachelor,Major Loss,,0,1,AR
0,131.94,31000,45,75,4,20,234.9552827042595,5,1815,Property,Y,Y,L,Own,LI,PhD,Total Loss,Police,1,1,OK
0,9.58,400,31,64,5,3,41.75365344467641,5,1919,Mobile,Y,Y,M,Mortgage,MI,PhD,Minor Loss,Police,1,0,AZ
0,78.4,4000,48,119,5,18,51.0204081632653,5,1322,Travel,N,Y,H,Own,HI,,Major Loss,Ambulance,0,1,CA
0,9.42,700,33,16,6,23,74.3099787685775,3,3597,Mobile,N,Y,M,Own,MI,Bachelor,Minor Loss,Ambulance,1,1,OK
1,139.54,19000,58,27,6,9,136.1616740719507,0,817,Health,Y,Y,L,Rent,MI,PhD,Major Loss,Ambulance,1,1,MD
1,132.28,15000,64,105,2,18,113.39582703356517,2,2497,Health,N,Y,L,Mortgage,HI,High School,Minor Loss,Other,1,1,CT
0,95.75,32000,50,17,3,9,334.20365535248044,5,3165,Property,N,Y,L,Rent,LI,Bachelor,Total Loss,Ambulance,0,1,AZ
1,6.26,700,60,24,3,0,111.82108626198084,3,3023,Mobile,Y,Y,L,Rent,MI,MD,Minor Loss,Police,0,1,AL
0,72.64,99000,28,39,4,9,1362.8854625550662,1,750,Life,Y,Y,M,Rent,MI,Bachelor,Minor Loss,,1,0,AL
0,157.85,2000,55,35,4,13,12.670256572695598,5,3862,Health,Y,Y,H,Rent,HI,Bachelor,Minor Loss,Ambulance,1,1,AK
0,7.68,600,42,18,4,10,78.125,2,763,Mobile,N,Y,H,Own,LI,High School,Total Loss,Ambulance,1,1,MD
0,64.31,51000,34,88,5,20,793.0337428082725,5,3368,Life,Y,Y,M,Rent,LI,High School,Major Loss,Police,1,0,CT
0,6.39,700,54,36,5,10,109.54616588419405,2,2175,Mobile,N,Y,H,Own,LI,Bachelor,Major Loss,Ambulance,1,1,CT
0,154.29,3000,26,111,4,9,19.443904335990666,2,540,Health,Y,Y,M,Rent,LI,High School,Minor Loss,Ambulance,0,0,TN
0,11.6,300,26,60,2,6,25.862068965517242,5,576,Mobile,Y,Y,M,Mortgage,LI,Bachelor,Major Loss,Ambulance,1,1,AZ
0,91.8,5000,33,55,2,1,54.46623093681917,5,3445,Motor,N,Y,L,Rent,HI,Masters,Major Loss,,0,1,AL
0,62.49,5000,63,116,4,15,80.01280204832773,0,2487,Travel,N,N,L,Own,MI,College,Major Loss,Ambulance,1,0,VT
0,64.01,4000,43,83,6,15,62.49023590064052,0,796,Travel,Y,Y,H,Own,LI,High School,Minor Loss,Ambulance,1,1,FL
0,102.22,2000,63,86,4,11,19.565642731363724,5,1504,Motor,Y,Y,M,Own,LI,Bachelor,Minor Loss,Ambulance,1,0,FL
0,131.73,24000,53,87,7,19,182.1908449100433,0,1578,Property,Y,Y,M,Mortgage,MI,MD,Minor Loss,Other,1,1,CO
0,8.91,700,54,31,5,8,78.56341189674522,2,519,Mobile,N,Y,L,Own,LI,College,Major Loss,Police,1,0,AR
0,66.21,3000,44,27,3,7,45.310376076121436,5,2990,Travel,N,Y,M,Own,HI,Bachelor,Minor Loss,Ambulance,1,1,CO
0,82.17,23000,41,56,7,21,279.90750882317144,3,2615,Life,Y,Y,M,Mortgage,HI,High School,Minor Loss,Ambulance,1,1,MD
0,6.72,600,35,115,5,8,89.28571428571429,0,465,Mobile,Y,Y,M,Mortgage,HI,Bachelor,Major Loss,Ambulance,1,1,OK
0,104.07,5000,60,54,6,12,48.044585375228216,5,2810,Motor,Y,Y,L,Rent,HI,Bachelor,Minor Loss,Other,1,0,CA
0,111.08,7000,53,48,7,7,63.01764494058337,0,2291,Motor,Y,Y,M,Own,LI,College,Minor Loss,Ambulance,0,1,AZ
0,134.93,20000,40,100,5,14,148.22500555843772,0,860,Health,N,Y,H,Mortgage,MI,MD,Major Loss,Police,1,1,AZ
0,63.37,2000,49,56,7,14,31.56067539845353,3,1996,Travel,Y,Y,H,Mortgage,HI,High School,Total Loss,Ambulance,1,1,CA
0,83.16,1000,54,79,7,15,12.025012025012025,2,1061,Motor,Y,Y,M,Mortgage,MI,College,Minor Loss,Police,1,1,TN
0,159.54,39000,25,40,3,18,244.45280180518992,1,2673,Property,Y,Y,L,Mortgage,MI,MD,Total Loss,,1,1,AR
0,176.47,17000,44,91,6,1,96.33365444551482,3,3071,Health,Y,Y,M,Rent,LI,Bachelor,Minor Loss,Other,1,1,CO
0,109.08,17000,42,52,7,16,155.84891822515584,5,3389,Health,Y,Y,L,Mortgage,LI,College,Minor Loss,Police,0,1,AL
0,84.2,12000,32,20,7,8,142.51781472684084,5,1791,Property,Y,N,M,Rent,LI,Bachelor,Total Loss,Police,1,0,AR
0,6.91,700,62,43,7,12,101.30246020260492,3,2767,Mobile,Y,Y,H,Rent,MI,Bachelor,Total Loss,Ambulance,1,0,MA
0,55.87,3000,28,115,4,23,53.69608018614641,5,1123,Travel,Y,N,L,Mortgage,MI,MD,Major Loss,Ambulance,1,1,FL
0,50.71,4000,54,116,6,13,78.87990534411358,5,2022,Travel,Y,Y,L,Mortgage,LI,Bachelor,Major Loss,Ambulance,1,1,VT
0,8.77,600,45,117,2,1,68.4150513112885,1,2263,Mobile,Y,Y,L,Mortgage,HI,College,Total Loss,,1,0,AZ
0,87.9,9000,39,75,4,16,102.38907849829351,5,2938,Motor,N,Y,M,Rent,LI,Masters,Total Loss,Ambulance,1,1,DC
0,78.2,37000,32,16,3,3,473.1457800511509,0,3762,Life,Y,Y,L,Mortgage,HI,Masters,Minor Loss,Ambulance,1,1,AR
0,122.8,1000,53,115,2,0,8.143322475570033,5,2314,Motor,Y,N,L,Rent,MI,High School,Major Loss,Police,1,1,VT
0,9.43,300,45,110,3,8,31.81336161187699,0,1861,Mobile,Y,Y,M,Rent,LI,Masters,Minor Loss,Police,1,1,AZ
0,80.0,1000,33,49,5,21,12.5,5,1293,Travel,N,Y,H,Rent,MI,Bachelor,Minor Loss,Other,1,1,FL
0,60.22,4000,37,113,6,0,66.42311524410495,5,581,Travel,Y,Y,L,Rent,HI,High School,Major Loss,Police,0,0,AK
0,96.88,3000,40,81,7,17,30.96614368290669,2,1156,Travel,N,Y,L,Mortgage,LI,MD,Total Loss,Other,0,1,GA
0,83.53,9000,48,91,7,1,107.74572010056266,1,3052,Motor,Y,Y,L,Own,LI,Bachelor,Minor Loss,Ambulance,1,1,MD
0,79.69,3000,45,11,7,7,37.645877776383486,5,1341,Travel,Y,Y,L,Mortgage,LI,High School,Major Loss,Other,0,1,VT
0,83.33,65000,33,37,7,17,780.0312012480499,5,2269,Life,Y,Y,L,Own,MI,High School,Total Loss,,1,1,FL
0,74.96,2000,52,83,7,20,26.680896478121667,5,2342,Travel,Y,Y,M,Rent,MI,High School,Major Loss,Ambulance,1,1,CA
0,96.64,49000,37,96,5,13,507.0364238410596,5,925,Life,Y,Y,M,Mortgage,HI,Masters,Major Loss,Ambulance,1,1,CA
0,112.99,7000,37,19,5,9,61.952385166828925,3,3179,Motor,Y,Y,H,Own,MI,Bachelor,Minor Loss,Ambulance,1,1,MA
0,74.64,10000,25,60,4,15,133.9764201500536,5,2933,Life,Y,Y,M,Rent,MI,Bachelor,Total Loss,Police,1,1,CO
0,92.91,5000,25,37,5,17,53.815520396082235,1,2713,Travel,Y,Y,M,Own,MI,High School,Total Loss,Other,0,0,MA
0,10.2,200,37,107,4,4,19.607843137254903,5,3628,Mobile,Y,Y,M,Mortgage,LI,Bachelor,Total Loss,,1,1,MA
0,178.52,20000,38,60,2,19,112.0322652924042,5,3741,Health,N,Y,M,Own,MI,High School,Total Loss,Ambulance,1,0,OK
0,10.62,100,63,67,7,19,9.416195856873824,5,642,Mobile,Y,Y,H,Own,MI,Bachelor,Minor Loss,Police,1,1,DC
0,68.18,63000,61,65,4,18,924.0246406570841,0,2454,Life,N,Y,M,Own,MI,High School,Total Loss,Police,1,1,AR
0,149.21,4000,63,88,2,14,26.807854701427516,0,1768,Health,Y,Y,L,Own,MI,Bachelor,Minor Loss,Police,1,1,AR
0,89.04,27000,60,111,3,3,303.2345013477089,5,3363,Property,N,Y,L,Own,MI,PhD,Major Loss,Ambulance,0,1,CT
0,7.26,600,46,62,6,7,82.64462809917356,5,1048,Mobile,Y,Y,H,Mortgage,LI,Bachelor,Minor Loss,,1,1,AL
0,55.74,1000,26,58,7,15,17.940437746681017,3,3889,Travel,N,Y,L,Rent,MI,College,Total Loss,Ambulance,1,1,VT
0,100.1,7000,35,99,5,17,69.93006993006993,1,664,Motor,Y,Y,H,Mortgage,MI,High School,Major Loss,Police,1,1,CA
0,9.79,500,25,93,7,1,51.07252298263535,5,1272,Mobile,Y,Y,L,Own,MI,College,Minor Loss,Police,1,0,KY
0,83.44,4000,43,99,6,17,47.93863854266539,5,3454,Travel,Y,N,M,Own,MI,Masters,Total Loss,Ambulance,0,1,MA
0,136.73,9000,57,42,5,12,65.82315512323558,0,2507,Motor,Y,Y,M,Rent,MI,Bachelor,Total Loss,Ambulance,0,1,DC
0,119.47,38000,41,55,2,18,318.07148238051394,1,2264,Property,Y,Y,M,Rent,LI,PhD,Major Loss,,0,0,DC
0,8.57,100,54,99,6,13,11.668611435239207,5,2916,Mobile,N,Y,M,Mortgage,MI,MD,Major Loss,Police,1,1,VT
0,75.53,24000,44,27,2,2,317.7545346220045,5,3271,Life,Y,Y,M,Rent,MI,Bachelor,Major Loss,Ambulance,0,1,OK
0,122.16,16000,53,26,6,4,130.97576948264572,5,2075,Health,Y,Y,M,Own,HI,High School,Major Loss,Ambulance,0,1,FL
0,80.49,28000,43,112,5,22,347.8693005342279,5,3493,Property,Y,Y,H,Mortgage,MI,Bachelor,Minor Loss,Ambulance,1,1,FL
1,173.96,3000,35,45,5,1,17.24534375718556,0,3426,Health,N,Y,M,Own,MI,Bachelor,Minor Loss,Police,1,0,CA
0,55.08,99000,60,106,3,7,1797.3856209150326,0,2421,Life,Y,Y,M,Mortgage,LI,Bachelor,Major Loss,Police,1,1,AR
0,188.82,20000,64,43,3,10,105.92098294672175,0,2959,Health,Y,Y,H,Rent,LI,High School,Total Loss,Ambulance,1,1,CA
0,95.55,4000,28,56,7,15,41.86289900575615,3,476,Travel,Y,Y,L,Own,MI,Bachelor,Total Loss,Police,0,0,AR
0,55.93,1000,40,101,2,13,17.879492222420883,5,1157,Travel,N,Y,H,Mortgage,MI,Bachelor,Total Loss,,1,0,VT
0,109.92,10000,43,99,3,7,90.97525473071325,5,931,Motor,Y,Y,L,Own,MI,Bachelor,Major Loss,,1,1,OK
0,114.82,10000,35,41,6,18,87.0928409684724,0,3721,Health,Y,Y,M,Own,MI,Bachelor,Total Loss,,1,1,CO
0,96.92,4000,31,88,5,18,41.271151465125875,5,3148,Travel,N,Y,M,Own,MI,Bachelor,Major Loss,Ambulance,1,1,VT
0,128.2,5000,32,31,2,22,39.0015600624025,5,3300,Health,N,Y,L,Rent,MI,Bachelor,Total Loss,Ambulance,0,1,MD
0,6.55,200,61,31,5,5,30.53435114503817,1,1341,Mobile,N,Y,M,Rent,MI,Bachelor,Minor Loss,Police,1,1,OK
1,8.74,600,53,37,2,6,68.64988558352402,5,2593,Mobile,Y,Y,L,Mortgage,HI,High School,Total Loss,Ambulance,1,0,CA
0,133.46,15000,48,29,5,7,112.39322643488686,5,1137,Property,Y,Y,L,Own,LI,College,Minor Loss,Ambulance,1,0,KY
0,123.22,3000,25,76,4,15,24.346696964778445,0,3101,Motor,Y,Y,L,Mortgage,LI,MD,Total Loss,Police,1,1,OK
0,9.66,400,46,39,4,18,41.40786749482402,2,3845,Mobile,Y,Y,M,Mortgage,LI,Bachelor,Total Loss,Ambulance,1,0,MA
0,52.96,12000,49,86,5,10,226.58610271903322,3,2057,Life,Y,Y,M,Mortgage,MI,PhD,Total Loss,,1,0,DC
0,115.62,30000,49,57,5,14,259.4706798131811,3,2288,Property,Y,Y,L,Rent,LI,College,Major Loss,Ambulance,1,1,OK
0,79.36,7000,61,108,3,15,88.20564516129032,2,3254,Motor,Y,Y,M,Own,MI,High School,Total Loss,Police,1,1,FL
0,74.94,64000,50,58,3,14,854.0165465705899,0,3354,Life,N,Y,M,Rent,MI,Bachelor,Major Loss,Police,1,1,AZ
